"SYMBOL 
"
LICHSGFIN
SCHAEFFLER
BALKRISIND
BAJAJ-AUTO
SONATSOFTW
INOXWIND
HDFCBANK
ASIANPAINT
TARIL
ZENSARTECH
TATATECH
CASTROLIND
GODREJPROP
INDGN
ALIVUS
AKUMS
IKS
TANLA
ASTRAZEN
APLLTD
BSOFT
ENDURANCE
ABREL
KNRCON
MAXHEALTH
APARINDS
CGPOWER
CGCL
SHRIRAMFIN
SYRMA
GLAXO
MSUMI
WAAREEENER
TVSMOTOR
UNOMINDA
AFCONS
BAJAJHLDNG
WIPRO
CONCORDBIO
MOTHERSON
KEC
BLS
TIMKEN
SAILIFE
WELSPUNLIV
RPOWER
METROPOLIS
CAPLIPOINT
TCS
HBLENGINE
GODREJCP
USHAMART
GODREJAGRO
FINPIPE
ZFCVINDIA
HCLTECH
OFSS
BHARTIHEXA
CENTURYPLY
M&M
REDINGTON
HEROMOTOCO
JINDALSAW
UCOBANK
GVT&D
SONACOMS
CHOLAHLDNG
PATANJALI
LT
ASAHIINDIA
UNITDSPR
NTPCGREEN
SWSOLAR
BOSCHLTD
ACMESOLAR
ABBOTINDIA
CEATLTD
J&KBANK
JKTYRE
GODIGIT
GPIL
TIINDIA
INFY
WELCORP
RTNINDIA
CAMPUS
SIEMENS
ASTRAL
LALPATHLAB
ABLBL
GODREJIND
OLAELEC
LTFOODS
